Year	Antigua and Barbuda	Barbados	Belize	Canada	Costa Rica	Cuba	Dominica	Dominican Republic	El Salvador	Greenland	Grenada	Guatemala	Haiti	Honduras	Jamaica	Mexico	Nicaragua	Panama	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	The Bahamas	United States of America	Argentina	Bolivia	Brazil	Chile	Colombia	Ecuador	French Guiana	Guyana	Paraguay	Peru	Suriname	Trinidad and Tobago	Uruguay	Venezuela	Albania	Andorra	Austria	Belarus	Belgium	Bosnia and Herzegovina	Bulgaria	Croatia	Czechia	Denmark (Europe)	Estonia	Finland	France (Europe)	Germany	Greece	Hungary	Iceland	Ireland	Italy	Kosovo	Latvia	Liechtenstein	Lithuania	Luxembourg	Macedonia	Malta	Moldova	Monaco	Montenegro	Netherlands	Norway	Poland	Portugal	Republic of Serbia	Romania	San Marino	Slovakia	Slovenia	Spain	Sweden	Switzerland	Ukraine	United Kingdom (Europe)	Algeria	Angola	Benin	Botswana	Burkina Faso	Burundi	Cabo Verde	Cameroon	Central African Republic	Chad	Comoros	Democratic Republic of the Congo	Djibouti	Equatorial Guinea	Eritrea	Eswatini	Ethiopia	Gabon	Gambia	Ghana	Guinea	Guinea-Bissau	Ivory Coast	Kenya	Lesotho	Liberia	Libya	Madagascar	Malawi	Mali	Mauritania	Mauritius	Morocco	Mozambique	Namibia	Niger	Nigeria	Republic of the Congo	Rwanda	Senegal	Seychelles	Sierra Leone	Somalia	South Africa	South Sudan	Sudan	São Tomé and Principe	Togo	Tonga	Tunisia	Uganda	United Republic of Tanzania	Western Sahara	Zambia	Zimbabwe	Afghanistan	Armenia	Azerbaijan	Bangladesh	Bhutan	Cambodia	China	Georgia	India	Japan	Kazakhstan	Kyrgyzstan	Laos	Maldives	Mongolia	Myanmar	Nepal	North Korea	Pakistan	Russia	South Korea	Sri Lanka	Taiwan	Tajikistan	Thailand	Turkmenistan	Uzbekistan	Vietnam	Bahrain	Cyprus	Egypt	Iran	Iraq	Israel	Jordan	Kuwait	Lebanon	Northern Cyprus	Oman	Palestine	Qatar	Saudi Arabia	Syria	Turkey	United Arab Emirates	Yemen	Australia	Brunei	East Timor	Federated States of Micronesia	Fiji	Indonesia	Kiribati	Malaysia	Marshall Islands	Nauru	New Zealand	Palau	Papua New Guinea	Philippines	Samoa	Singapore	Solomon Islands	Tuvalu	Vanuatu	Arctic Ocean	Indian Ocean	North Atlantic	North Pacific	South Atlantic	South Pacific	Southern Ocean	Antarctica 
1982	0.090181	0.142853	0.385429	-1.009369	0.383907	0.502150	0.131538	0.244673	0.313663	-0.780682	0.116829	0.346323	0.360910	0.316002	0.381313	0.361933	0.291777	0.342844	0.059570	0.101017	0.074070	0.570616	-0.259408	0.445238	0.098394	0.288828	0.428246	0.221651	0.553516	0.175747	0.150192	0.302319	0.175329	0.212603	0.101328	0.653120	0.015682	0.229787	0.809685	0.592086	0.682245	0.716016	0.501826	-0.098900	0.464312	0.621199	0.441726	0.590532	0.390861	0.776782	0.769357	-0.215808	0.319638	-0.408705	0.267384	0.564048	0.192562	0.631072	0.800954	0.717687	0.806543	0.054623	0.517340	0.241581	0.697342	0.335248	0.667784	0.272029	0.805739	0.342877	0.236305	0.097187	0.515851	0.490990	0.485453	0.549008	0.502501	0.689229	0.234313	0.352544	-0.029980	0.094185	0.186127	0.546612	-0.011383	0.300735	0.199291	0.100071	0.146280	0.038277	0.460159	0.228561	0.271194	0.040833	-0.178167	0.351284	0.241840	-0.078489	0.034460	0.083916	0.024828	0.164433	0.003077	0.257730	0.488302	0.039450	-0.281294	0.163155	0.057713	-0.067572	-0.082783	0.121851	-0.015884	0.085611	0.433653	0.038279	0.223906	0.005426	0.304176	-0.059746	0.371799	0.110252	0.212852	0.343683	0.229357	-0.132862	-0.027981	0.120834	-0.112087	0.494007	0.285730	0.346972	-0.084522	0.303295	0.351919	-0.376491	-0.771619	-0.666334	0.019493	0.003184	0.063179	0.332944	-0.648967	0.040564	0.086975	0.725963	0.060025	0.046461	0.281797	1.100156	-0.014206	-0.161018	0.673773	-0.247904	0.302492	0.385945	0.269224	-0.048843	-0.212823	-0.024450	-0.497273	-0.255322	0.114248	-0.608662	-0.562857	-0.485401	-0.432310	-0.944202	-0.748077	-0.925436	-0.635614	-0.719296	-0.562702	-0.254368	-0.750990	-0.689365	-0.733624	-0.841372	-0.485611	-0.536724	-0.181444	0.176840	0.182352	-0.338905	0.300625	0.012840	0.046459	0.487804	0.162838	0.264385	0.179464	-0.323671	0.125834	-0.011297	0.050859	0.169352	0.161160	0.062561	0.101933	-0.114603	-0.451057	0.089098	-0.145718	0.063842	0.204209	0.141819	0.187128	-0.597816	
1983	0.484867	0.307581	0.603809	0.118542	0.724276	0.303707	0.389198	0.528885	0.686018	-2.257895	0.363319	0.461382	0.606030	0.745817	0.562477	-0.015535	0.701399	0.767448	0.473976	0.320856	0.336790	0.267817	0.110215	0.137840	0.341187	0.486197	0.664750	0.652225	1.079422	0.525789	0.512156	-0.299620	1.032717	0.509377	0.414770	0.043201	0.470943	-0.284109	0.731565	0.841233	1.489813	0.696415	0.264354	0.139482	0.443876	0.984215	0.780839	1.324755	0.595625	0.609776	0.882415	-0.385851	0.727906	-0.898476	0.501119	0.331670	-0.119802	1.436328	0.839879	1.514843	0.734926	-0.279845	0.015940	0.866372	0.450111	-0.130141	0.710880	0.436046	1.331796	0.333925	0.309656	0.531437	0.295705	0.884261	0.503505	0.562377	0.743259	0.681283	1.061959	0.447698	0.585716	0.677593	0.583565	1.034040	0.587587	0.722668	0.519875	0.448460	0.503660	-0.026432	0.460449	0.651196	0.389383	0.377825	0.009287	0.818867	0.528515	0.430857	1.092621	0.620348	0.612911	0.897900	0.572634	0.686003	0.971209	0.403931	-0.374397	0.442816	1.009283	0.791403	1.216051	0.042589	0.911423	0.887251	0.784401	0.013386	0.362936	0.479881	0.685028	1.048075	0.516344	0.508520	0.522993	0.790787	0.429903	-0.233339	0.191566	0.589437	0.066282	0.220541	0.593676	0.801199	1.105938	1.029987	1.176542	0.445241	-0.026355	0.269432	-0.075401	-0.330997	0.378212	0.109589	0.020667	-0.225439	-0.133825	2.094521	0.716139	0.131269	0.569588	0.504165	0.001574	-0.502992	0.461295	-0.219200	1.444809	0.272448	0.657902	0.243780	0.387085	0.271677	1.291311	1.456145	0.084686	-0.516174	-0.722185	-0.849857	0.206312	-0.623837	-0.877401	-0.897284	-0.564463	-0.753197	-0.670765	-0.319084	-0.862946	-0.549597	-0.684856	-0.649595	-0.340988	-0.455616	-0.105322	0.524595	0.363388	0.404608	0.582289	0.058954	0.383541	0.433266	0.509998	0.349876	0.328936	-0.401742	0.310545	0.456141	0.383392	0.192156	0.597691	0.310406	-0.079006	0.186178	-0.072169	0.283580	0.010359	-0.003860	0.176818	0.257675	0.682237	0.046755	
1984	-0.041037	-0.075064	-0.104111	0.234505	-0.215115	0.019791	-0.088045	-0.015348	-0.223507	-1.158255	-0.076382	-0.182716	-0.007101	-0.078569	-0.005482	-0.177174	-0.117023	-0.171297	-0.027777	-0.071856	-0.073084	0.000153	0.005427	-0.401281	0.082966	0.199663	-0.168595	-0.107157	0.006262	-0.170818	-0.291422	0.218157	-0.051533	-0.260822	-0.184862	-0.178772	-0.046978	-0.191728	-0.260296	-0.285305	0.337534	0.056477	-0.311813	-0.028358	-0.289354	-0.163698	0.340774	0.887950	1.044859	-0.068780	-0.147457	-0.117526	-0.079182	0.315016	0.183891	-0.364068	-0.237786	0.750517	-0.305925	0.640744	-0.027976	-0.155224	-0.190081	-0.086024	-0.461833	-0.281320	0.045353	1.062107	0.296352	-0.144703	-0.238239	-0.017623	-0.342463	-0.059381	-0.350659	-0.298892	0.777173	-0.302282	0.007328	0.283747	-0.039244	0.668385	0.366364	0.574154	0.454367	0.024166	0.112686	0.235722	0.181036	0.329002	-0.127644	0.233372	-0.060829	0.420244	0.395655	0.052153	0.220924	0.483809	0.294018	0.427954	0.226976	0.267771	0.332697	0.173426	0.498937	0.272713	0.008593	-0.143854	0.192545	0.362989	0.100771	-0.080492	0.044241	0.194183	0.889397	0.308100	0.391605	0.334833	0.060486	0.277630	-0.235733	0.247946	-0.073021	0.550491	0.438503	0.519531	0.584276	0.375067	0.329979	-0.184052	0.251276	0.010633	-0.005121	0.413898	0.497442	0.031727	0.106782	-0.250388	-0.077707	0.246952	-0.046160	-0.310147	-0.045284	-0.006109	-0.615255	-0.656352	-0.441193	-0.097853	0.028337	-0.800732	0.081823	0.158835	-0.265266	0.076599	0.090101	-0.293328	-0.047825	-0.275503	-0.130813	-0.054228	-0.657497	-0.704231	-0.191513	-0.106163	-0.179203	-0.066748	-0.073029	-0.223976	-0.320456	-0.421978	-0.192629	-0.261011	-0.179379	-0.319458	-0.303802	-0.147654	-0.471725	-0.184429	0.084818	-0.320572	-0.306494	-0.208748	-0.143173	0.080667	0.571880	0.341509	-0.130981	0.077297	-0.123638	0.419722	0.223269	0.274247	0.235844	0.228411	-0.015327	0.111620	-0.203337	0.238663	-0.070354	0.212324	0.416907	0.012016	-0.158183	-0.032415	0.353888	0.094225	0.479668	0.552254	
1985	-0.033833	-0.185406	-0.052292	-0.024446	-0.104128	0.100645	-0.118814	0.009893	-0.032469	0.694424	-0.291962	-0.116646	-0.024687	0.023788	-0.138443	-0.089041	-0.076401	-0.056427	-0.026472	-0.206766	-0.234146	0.216080	-0.211877	0.525185	0.267376	0.019361	0.431947	-0.016813	-0.111437	-0.197231	-0.253565	0.531847	-0.125748	-0.250629	-0.300571	0.662476	-0.329998	0.142126	0.139462	-0.419604	-1.271597	-0.802971	-0.234692	-0.425171	-0.358013	-0.752946	-1.078853	-1.298870	-1.894735	-0.312099	-0.685865	0.215681	-0.803777	-0.342623	-0.462497	0.197957	-0.223481	-1.201175	-0.232056	-1.136101	-0.733919	-0.011857	0.447100	-1.495963	-0.023846	-0.103822	-0.839413	-0.789837	-0.816279	0.396699	-0.615943	-1.058509	0.096721	-0.867054	-0.376553	0.446445	-1.725339	-0.260774	-1.405551	-0.539764	0.444374	0.265907	0.318331	0.364706	0.294497	0.243797	0.152374	0.141468	0.227703	0.340267	-0.021437	0.140682	0.045546	0.115828	0.054026	0.645390	0.009102	0.118986	0.247616	0.194033	0.262234	0.366129	0.117939	0.009676	0.761063	0.135273	0.270449	0.043844	-0.166361	0.285608	0.244921	0.021055	0.593510	0.008867	0.388039	0.163574	0.264204	0.133650	0.229404	0.253281	-0.135952	0.147667	-0.110199	0.663826	0.196205	0.421097	0.213312	0.252172	0.191465	0.471645	0.096504	-0.005754	0.456638	0.031595	-0.007271	0.617715	0.197311	0.049100	0.262873	0.348262	0.053600	-0.074725	-0.183158	0.287115	0.025970	0.026911	0.310388	-0.007586	0.127832	-0.370021	0.040482	0.440510	-0.193395	0.403519	-0.117874	0.071288	0.195303	-0.144484	0.463126	0.064129	0.455976	0.388102	-0.057459	0.173443	0.103338	0.247753	0.443829	0.130440	0.193018	0.112465	0.048460	0.232332	0.082270	-0.113350	0.215134	0.087009	-0.237740	0.188499	0.117159	-0.019762	-0.294973	0.316414	0.091095	0.166403	0.339521	0.222269	0.042824	0.047340	0.069586	0.279799	0.202974	0.386943	0.054304	0.224962	0.205217	0.189943	0.107567	0.350119	0.131796	0.382839	0.454232	0.148011	-0.196487	-0.136723	0.302277	0.009089	0.754226	-0.236074	
1986	0.126417	-0.090302	-0.125805	0.035116	0.175489	0.315886	-0.046608	0.159811	-0.081495	0.098795	-0.152431	-0.113104	0.144012	-0.060509	0.040794	0.138010	-0.022724	0.117821	0.097130	-0.111156	-0.130486	0.390572	0.754332	0.524305	0.245573	0.179411	0.215139	-0.010115	0.061226	0.047461	0.044550	0.652790	-0.038179	0.018929	-0.236773	0.784611	-0.103487	0.242537	0.367649	-0.030967	0.006536	-0.349842	0.045246	-0.034797	-0.101019	-0.089845	-0.557063	0.050605	-0.222615	-0.063896	-0.216951	0.130555	-0.107411	-0.247392	-0.848816	0.267602	0.124240	0.050265	0.131722	-0.031918	-0.291171	0.063907	0.240217	-0.032227	0.368002	0.263694	-0.431317	-0.279268	-0.121805	-0.059287	-0.084200	-0.055868	0.140062	-0.046314	-0.172402	0.169408	-0.282302	0.058503	0.060523	-0.693299	0.124216	0.298601	0.141016	0.404194	0.139986	0.353916	-0.072474	0.271843	0.451077	0.508289	0.209839	0.258907	0.023415	0.026604	-0.175629	0.441002	0.179960	0.111872	0.162870	0.112825	-0.014147	0.197412	0.060122	0.279402	0.590303	-0.007051	0.137581	-0.022993	0.036722	0.002136	-0.175278	0.065834	0.082041	0.111191	0.502634	0.419641	0.346273	0.198845	0.426292	-0.011335	0.215820	-0.040874	0.160435	0.570644	0.314743	0.083206	0.122118	0.110535	-0.269703	0.262905	0.358459	0.179901	-0.039042	0.014471	0.028322	-0.011555	0.393358	0.335176	0.153572	-0.080506	-0.089142	0.039866	0.265296	0.106867	-0.567284	0.220819	0.203845	-0.074293	0.265360	0.403904	0.114691	-0.135707	-0.339699	-0.230906	0.510599	-0.494028	0.297670	-0.341690	0.071193	-0.051502	0.518975	0.591890	0.007029	0.232538	0.163469	-0.022699	0.001387	0.238478	-0.019222	-0.025976	0.103949	0.100578	0.206158	-0.102097	-0.015049	0.250502	-0.128178	0.293152	0.295753	0.102112	-0.136257	0.357420	0.039606	0.248419	0.494587	-0.234999	0.115982	0.395668	0.132643	0.468151	0.290432	0.266707	0.394781	0.358976	0.067791	0.166660	0.177128	0.342428	0.349747	-0.047626	-0.266545	0.095793	-0.249354	0.072983	0.286085	0.080285	0.497423	0.030045	
1987	0.627451	0.602512	0.103786	1.540504	0.911755	0.373249	0.601316	0.549667	0.501041	-0.462639	0.603157	0.230650	0.488489	0.307146	0.648872	-0.269960	0.683907	0.622046	0.665133	0.618399	0.627615	0.329874	0.828621	0.416302	0.628565	0.630766	0.693523	0.584917	0.856985	0.693781	0.646852	0.026506	0.675400	0.702288	0.624897	0.271225	0.580061	0.203547	0.472634	-0.181392	-1.633101	-0.525946	0.070362	-0.303377	-0.097523	-0.601308	-1.005222	-1.522635	-1.531044	0.051998	-0.684801	-0.046470	-0.368249	0.944840	-0.140185	0.337929	0.171915	-1.452711	-0.043240	-1.456397	-0.511270	0.192918	0.610655	-1.247176	0.346935	0.160092	-0.578432	-0.708423	-1.020205	0.850426	-0.033960	-0.478205	0.143281	-0.577421	-0.111988	0.757189	-1.074735	0.074990	-1.802091	-0.335009	1.184336	0.939356	1.030127	1.209990	1.027754	0.837040	0.861195	0.761036	0.720079	0.526146	0.622314	0.822601	0.318750	0.649645	0.222422	0.649710	0.564205	0.675215	0.825750	0.988016	0.776674	0.775019	0.959774	0.894503	0.670296	0.827908	0.408361	0.550850	0.925137	1.152330	1.435259	0.688967	1.201281	0.835854	1.015537	0.706535	0.886093	0.743834	0.878407	0.878183	0.576534	0.755409	0.527462	0.743242	0.752796	0.505890	0.636242	0.993011	-0.203407	0.773224	0.889616	0.829149	1.382681	1.014858	1.136843	0.786923	0.128232	0.030217	0.491133	0.215969	0.519827	0.414875	-0.358722	0.586311	0.278887	-0.030118	0.363024	0.556238	0.737375	0.303136	0.364021	0.419823	0.168700	0.583710	-0.884727	0.254788	0.723064	0.252731	0.273350	0.452929	0.483649	0.307833	0.682478	0.575161	-0.172436	-0.082272	0.711037	0.494152	-0.056870	0.095312	0.684412	-0.083389	-0.219559	0.354729	-0.060505	0.472513	0.538715	-0.015587	-0.348742	0.303955	0.392511	0.344732	0.348330	0.304106	0.527899	-0.056522	0.421646	0.819221	0.438993	0.484680	0.320566	0.340807	0.393091	0.466654	0.548098	0.098045	0.469246	0.299171	0.104095	0.005789	-0.508746	0.364400	0.175394	0.068748	0.225111	0.232253	0.550323	0.116571	
1988	0.325146	0.288784	0.199553	0.761799	0.074915	0.344685	0.266518	0.396782	0.264339	0.463770	0.323446	0.234072	0.411999	0.301970	0.469910	0.017952	0.240353	0.062874	0.297638	0.251638	0.234707	0.199251	0.476320	0.042155	0.288549	0.286558	0.093266	0.216663	0.184605	0.270288	0.183977	0.036835	0.098190	0.204239	0.296566	-0.310661	0.166443	0.273089	0.652836	0.710412	0.453503	0.853670	0.399836	0.065587	0.498689	0.743900	0.879658	0.867214	0.477309	0.679770	0.906799	0.144788	0.339751	-0.513084	0.292355	0.678181	0.244479	0.792876	0.889740	0.652510	0.888418	0.192183	0.867325	-0.248322	0.720915	0.313036	0.909602	0.063377	0.693318	0.318224	0.290400	0.068276	0.718757	0.368166	0.578018	0.503664	0.597945	0.876971	-0.135273	0.368912	0.760300	0.520706	0.410936	0.266035	0.291101	0.508438	0.509472	0.401329	0.369465	0.205795	0.585766	0.559462	0.749994	0.561981	0.392529	0.435591	0.526012	0.586983	0.453026	0.492716	0.383785	0.484827	0.434275	0.612625	0.130676	0.411060	0.753220	0.441429	0.616627	0.293581	0.297291	0.509283	0.506279	0.469465	0.583138	0.286484	0.309851	0.539312	0.509525	0.351009	0.430506	0.411808	0.610914	0.223583	0.391483	0.210320	0.576061	0.453064	0.863308	0.935465	0.539482	0.760271	0.387892	0.654314	0.335451	1.181045	-0.310542	0.020393	0.542589	0.616670	0.269606	0.413972	-0.318271	0.557550	-0.304093	0.886720	0.835336	0.271730	0.595352	0.458149	0.423613	0.565812	0.417406	1.007946	1.071213	0.113824	0.517420	0.070974	0.880857	0.218410	0.966459	1.052623	0.255873	0.431223	0.048952	0.331387	0.783092	-0.074322	0.004852	-0.007269	0.200659	-0.091177	-0.033989	0.368706	-0.030413	0.458490	0.395308	-0.226616	-0.333990	0.345581	0.596470	0.900969	0.199612	0.494581	0.600355	0.668003	0.335754	0.166958	0.294275	0.481869	0.377239	0.510907	0.371754	0.660923	0.586288	0.314142	0.416361	0.490364	0.160404	0.676882	0.020627	0.365875	0.114308	0.016403	0.239043	0.071082	0.730018	0.673859	
1989	0.073606	0.064198	0.003986	-0.179608	-0.086721	0.407036	0.021681	0.216166	-0.083345	-1.163475	-0.017008	-0.101698	0.264648	-0.083242	0.193602	0.256386	-0.119770	-0.062559	0.045448	0.017559	-0.018948	0.474043	0.073530	0.693998	0.018379	-0.005211	0.378250	-0.099974	-0.088348	-0.070400	-0.205996	-0.186384	-0.145996	-0.107170	-0.124655	0.699860	-0.282097	0.054267	1.318924	0.970942	2.149364	1.316011	0.417745	0.439732	0.588535	1.163371	1.579149	2.376292	2.319711	1.045015	1.337271	-0.071243	0.770160	-0.334614	0.715721	0.497926	0.149212	2.275309	1.131239	2.145276	1.301961	0.071372	0.471724	1.297075	1.084465	0.148878	1.297100	1.288788	1.836568	1.301220	0.465841	0.716187	0.291884	1.027800	0.655028	1.339581	1.914238	1.056765	1.615158	0.912541	0.644402	0.431236	0.005196	0.113567	0.087029	-0.034704	0.400368	-0.057297	0.227283	-0.356714	-0.001648	0.200987	0.007904	0.264250	-0.188538	0.271866	-0.103258	0.332487	0.204269	0.284388	0.124578	0.200970	0.370686	-0.020975	0.020879	0.282972	0.174372	0.158312	0.128553	0.278082	0.559105	0.133408	0.865318	0.165308	0.231949	-0.380302	-0.324215	0.223532	-0.025490	0.228195	0.120859	0.159184	0.022184	0.036987	-0.242559	-0.417400	0.243053	0.175524	0.385197	0.733570	-0.027239	0.004463	0.803247	0.319704	0.289015	-0.102725	0.803905	0.803463	0.119087	0.178387	0.158506	0.378529	0.410392	0.001474	0.635929	1.117898	-0.202489	0.064161	0.159218	1.296707	0.045858	-0.070221	1.250850	-0.169586	1.337254	0.844481	0.178455	-0.074478	-0.415279	0.141733	0.682606	0.443927	-0.006783	-0.076963	0.025257	-0.132502	0.247789	0.164879	-0.072908	-0.057583	-0.039747	0.119442	0.007202	-0.190380	-0.018101	-0.165377	-0.245163	0.300819	0.210838	-0.199997	-0.210630	0.126076	-0.037161	0.341393	0.226240	0.164474	0.119888	-0.089378	0.050188	0.274006	0.269037	0.636465	0.276209	0.410578	0.178314	-0.028221	0.089947	0.290527	-0.032389	0.245625	0.125771	0.130337	0.061147	0.080820	0.314612	0.042318	0.440732	0.140987	
1990	0.227381	0.204548	0.278494	-0.118613	0.353682	0.645300	0.231195	0.475212	0.278784	-0.349264	0.191864	0.184866	0.452204	0.214323	0.477819	0.268763	0.260441	0.276995	0.246935	0.215609	0.219915	0.823854	0.739305	0.379294	0.198940	0.402220	0.261311	0.224316	0.512295	0.216650	0.340002	0.083773	0.066183	0.231371	0.287634	0.322475	0.180538	0.697660	1.081295	0.926572	1.811999	1.296451	0.934087	0.900894	0.906668	1.145311	1.720515	1.856976	1.545824	1.122208	1.341533	0.555180	0.988261	0.061220	0.747333	0.868152	0.869569	2.015552	1.118080	2.013603	1.243595	0.770926	1.018610	1.591435	1.153807	0.829366	1.343613	1.844192	1.625342	0.987226	0.998906	1.196683	0.810317	0.958558	0.865273	1.038568	1.987951	1.174176	1.459865	1.054274	0.918978	0.766848	0.639563	0.826487	0.713310	0.368492	0.711134	0.649952	0.552670	0.549423	0.372253	0.503729	0.563368	0.437220	0.638802	0.307486	0.423712	0.394709	0.631947	0.568018	0.434168	0.618168	0.492840	0.158880	0.330101	0.378830	0.577980	0.248619	0.644308	0.782251	0.814844	0.215185	1.005091	0.467239	0.786968	0.577682	0.666374	0.415545	0.349033	0.513910	0.414715	0.394781	0.467590	0.354301	0.549059	0.561802	0.377926	0.657188	0.270887	0.946049	0.307482	0.310844	0.944921	0.870432	0.776478	0.741309	0.324593	0.413128	0.153542	0.208987	0.460575	0.772162	0.374990	0.042150	1.335482	1.315085	1.053108	0.277529	0.443689	1.279440	0.105719	0.221574	1.259854	0.521469	1.309599	1.132129	0.454540	0.227377	0.735929	0.403696	0.952196	1.023180	0.389687	0.304756	0.156010	0.137182	0.671251	0.319046	0.174225	0.140049	0.407360	0.211243	0.056267	0.525959	0.191996	0.427992	0.359509	0.208340	0.066749	0.470572	0.727377	0.624533	0.348541	0.310949	0.434961	0.161371	0.345535	0.301777	0.368984	0.530989	0.324032	0.600085	0.399179	0.456392	0.381517	0.366127	0.398136	0.460140	0.473495	0.452715	0.752796	0.231174	0.184345	0.287827	0.369743	0.159205	0.504368	0.194099	
1991	0.265888	0.195309	0.603956	0.475049	0.430464	0.682007	0.240417	0.447359	0.465633	-0.069950	0.153341	0.538782	0.525116	0.374733	0.469030	0.179293	0.373192	0.393166	0.228218	0.187963	0.178480	0.778494	0.696379	0.262263	0.533859	0.356039	0.148451	0.351099	0.596622	0.300817	0.205412	0.545870	0.371433	0.241455	0.210430	0.539095	0.174713	-0.410392	0.221954	-0.061908	0.931032	0.144624	-0.308307	-0.523223	-0.203918	-0.025601	0.602733	1.416188	0.977928	0.282335	0.190700	-0.537638	-0.223449	0.881238	0.259463	0.036343	-0.393217	1.341720	0.135521	1.100029	0.195158	-0.523098	0.039675	-0.051630	0.503324	-0.313619	0.129735	0.925217	0.358933	0.492322	-0.427739	-0.262311	-0.071588	-0.074765	-0.101789	0.310010	0.992146	0.343987	0.374773	0.196283	-0.050907	0.408298	0.275934	0.137890	0.376673	0.249426	0.342010	0.381538	0.558699	0.419958	0.370663	0.417023	0.534790	0.326645	0.496668	0.466141	0.522625	0.315292	0.511724	0.311396	0.469912	0.554173	0.316927	0.440859	0.512255	0.354752	0.115950	0.500816	0.400196	0.387009	0.378098	0.508944	0.045652	0.445433	0.346361	0.381456	0.321747	0.412659	0.253191	0.467173	0.512491	0.446020	0.497356	0.382832	0.486767	0.426342	0.343477	0.288462	0.183113	-0.131187	0.336630	0.387260	0.261980	0.375975	0.512770	0.103152	0.463925	0.365257	0.097445	0.032350	0.385437	0.385886	0.320432	0.197363	0.554504	1.117750	0.359236	0.571955	0.548105	0.732221	0.311430	0.156228	0.586416	0.076427	1.167317	0.314081	0.459829	0.409821	-0.060833	0.482721	0.471097	0.451834	0.511049	-0.221266	-0.024183	0.130796	0.296654	0.164242	0.103298	0.127989	0.130804	0.111366	-0.084122	0.097919	0.124676	-0.174616	0.131332	0.152918	-0.186945	-0.090458	0.483387	0.763304	0.331108	0.073736	0.269258	0.105373	0.220276	0.549303	0.312601	0.419386	0.412222	-0.161134	0.247984	0.231985	0.214075	0.393574	0.256035	0.307064	0.525894	0.143618	0.636587	0.295187	0.053659	0.291391	0.203511	0.202659	0.682693	1.178219	
1992	0.294340	0.082333	0.337624	-0.036482	0.469656	0.345114	0.250193	0.483925	0.525648	-1.307348	0.078178	0.357645	0.543419	0.469688	0.440496	-0.023130	0.483450	0.491005	0.280535	0.127909	0.154394	0.346529	0.257038	-0.118801	0.024612	0.316633	0.122679	0.542311	0.643087	0.379255	0.345747	-0.398085	0.722771	0.436310	0.165546	0.037683	0.289091	0.327954	0.259103	1.233054	1.138986	0.922404	0.832165	0.297574	1.019890	1.311516	1.386952	1.578705	1.273972	0.625724	1.200803	-0.184046	1.083653	0.111438	0.219676	0.736431	0.507028	1.577705	1.208589	1.483267	0.965059	0.285829	0.261333	0.440405	0.827618	0.594553	1.126076	1.083795	1.205293	0.372255	0.808054	0.484957	0.764665	0.989407	1.095335	0.270936	1.356486	1.001610	0.454689	0.376943	-0.335585	0.636684	0.098108	1.302370	0.046450	0.691383	0.400078	0.014811	-0.027464	-0.249794	0.370705	0.501905	0.381165	0.035789	-0.129169	1.284077	0.410717	0.060860	0.543392	0.151609	0.227404	0.387716	0.166386	0.452063	1.048382	0.218815	-0.258865	0.425972	0.914890	0.021429	0.275789	0.125772	0.106024	1.019905	0.898399	-0.301083	-0.047104	0.158964	0.640944	0.500956	0.099895	0.248405	0.485144	0.889357	0.153858	-0.345928	0.029238	0.144865	0.106459	-0.006807	0.473589	0.492043	0.221262	1.082281	1.414751	-0.213534	-1.303747	-0.851130	0.087791	-0.152612	0.255234	0.125582	-1.125368	0.104055	0.217170	0.349202	0.358603	0.038424	0.222769	0.849446	-0.190416	0.052364	0.666161	-0.109312	0.482433	0.510831	0.175802	-0.098181	-0.128407	0.124212	-0.003631	0.270404	0.044271	-0.874203	-0.976351	-0.537897	-0.790339	-1.411951	-0.939581	-1.089113	-0.861332	-1.077049	-1.124920	-0.188564	-0.988104	-0.764727	-0.870676	-1.315540	-1.422980	-0.558750	0.170368	0.208355	0.297195	0.534094	0.434526	0.061144	0.261303	0.496744	0.285360	0.482410	0.301283	-0.727065	0.262751	0.332884	0.326775	0.300316	0.239471	0.226355	0.247694	0.031919	-0.291130	0.228017	-0.074211	0.166629	0.086708	0.263939	0.344664	0.284464	
